ImageID,LabelName,Conf,XMin,XMax,YMin,YMax
livestock_cow_bbox_006077.jpg,cow,0.950040340423584,169.5509490966797,926.4252319335938,561.5672607421875,1053.74267578125
livestock_cow_bbox_006077.jpg,cow,0.7934802770614624,3.8330726623535156,335.850830078125,716.1195678710938,968.4197387695312
livestock_cow_bbox_006077.jpg,cow,0.508666455745697,1630.587646484375,1919.929931640625,603.4366455078125,1080.0
livestock_cow_bbox_006078.jpg,cow,0.9583851099014282,528.5780639648438,885.052978515625,278.37579345703125,486.4171142578125
livestock_cow_bbox_006078.jpg,cow,0.9462562203407288,156.38929748535156,440.7889709472656,249.8546142578125,614.1461181640625
livestock_cow_bbox_006078.jpg,cow,0.9312959909439087,23.41830825805664,359.76580810546875,114.12373352050781,464.12542724609375
livestock_cow_bbox_006078.jpg,cow,0.905514657497406,818.3966674804688,1094.755859375,287.38818359375,559.4989624023438
livestock_cow_bbox_006078.jpg,cow,0.8892024755477905,1330.81005859375,1506.67431640625,260.1689453125,478.326904296875
livestock_cow_bbox_006078.jpg,cow,0.3403224050998688,614.5026245117188,814.4593505859375,215.87387084960938,330.33404541015625
livestock_cow_bbox_006079.jpg,cow,0.8598290681838989,1076.008544921875,1176.437744140625,337.0109558105469,384.0982666015625
livestock_cow_bbox_006080.jpg,cow,0.9530846476554871,20.71112823486328,475.64300537109375,633.3948974609375,1036.1962890625
livestock_cow_bbox_006080.jpg,cow,0.6635174751281738,514.3892822265625,915.426513671875,589.4105224609375,1080.0
livestock_cow_bbox_006080.jpg,cow,0.6608502864837646,293.20977783203125,588.2103271484375,861.7822265625,1080.0
livestock_cow_bbox_006081.jpg,cow,0.9110148549079895,1245.88720703125,1530.9283447265625,693.9014282226562,912.243896484375
livestock_cow_bbox_006081.jpg,cow,0.892999529838562,1633.3575439453125,1916.7894287109375,716.3234252929688,971.606689453125
livestock_cow_bbox_006081.jpg,cow,0.8289555311203003,387.20794677734375,680.6843872070312,526.6458129882812,694.2479858398438
livestock_cow_bbox_006081.jpg,cow,0.5407540798187256,1336.696044921875,1472.183837890625,482.23699951171875,590.2380981445312
livestock_cow_bbox_006082.jpg,cow,0.9609460234642029,938.519287109375,1442.86474609375,433.0914001464844,1013.3033447265625
livestock_cow_bbox_006082.jpg,cow,0.949792742729187,293.3222351074219,659.563232421875,312.50750732421875,532.1834716796875
livestock_cow_bbox_006082.jpg,cow,0.89820796251297,643.0579223632812,800.4651489257812,233.03463745117188,333.61151123046875
livestock_cow_bbox_006082.jpg,cow,0.2713640332221985,1095.26611328125,1259.384521484375,276.7257385253906,353.6297607421875
livestock_cow_bbox_006083.jpg,cow,0.9659951329231262,194.30108642578125,533.2405395507812,625.777099609375,811.65869140625
livestock_cow_bbox_006083.jpg,cow,0.7795042395591736,970.2093505859375,1444.6053466796875,568.3043212890625,1073.140380859375
livestock_cow_bbox_006084.jpg,cow,0.9527735710144043,1245.92919921875,1588.05029296875,646.7491455078125,853.3436279296875
livestock_cow_bbox_006085.jpg,cow,0.9568507075309753,818.59228515625,1026.9793701171875,597.1614990234375,926.9813232421875
livestock_cow_bbox_006085.jpg,cow,0.9263836145401001,1080.29345703125,1312.9744873046875,455.2884521484375,725.80224609375
livestock_cow_bbox_006085.jpg,cow,0.9051097631454468,617.1235961914062,773.2159423828125,425.69134521484375,588.7974853515625
livestock_cow_bbox_006085.jpg,cow,0.8599091172218323,750.6774291992188,1064.215576171875,456.7944030761719,657.833251953125
livestock_cow_bbox_006085.jpg,cow,0.7652915120124817,1499.8602294921875,1656.086669921875,518.9859619140625,735.0675659179688
livestock_cow_bbox_006085.jpg,cow,0.450891375541687,1249.757568359375,1384.9388427734375,458.2371826171875,628.8358154296875
livestock_cow_bbox_006086.jpg,cow,0.9354971647262573,943.876953125,1078.558349609375,249.55068969726562,389.4825439453125
livestock_cow_bbox_006086.jpg,cow,0.9280002117156982,1141.4541015625,1315.2230224609375,245.66278076171875,356.6902770996094
